rank,asset,market_id,market_slug,token_id,question,rule_family,horizon_hours,learned_direction,train_accuracy,test_accuracy,train_average_forward_return,test_average_forward_return,stability,train_samples,test_samples,simplicity,score,grade,filter_reason
231,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",divergence_mean_reversion,1,1,0.5062034739454094,0.46616541353383456,0.0003261648987773704,-2.8542367454441527e-05,0.0,403,266,0.8,1.2,REJECTED,passed
232,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,divergence_mean_reversion,4,1,0.5647382920110193,0.4641350210970464,0.0002956958288192952,-0.0002211992301007846,0.0,363,237,0.8,1.2,REJECTED,passed
233,XRP,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,divergence_mean_reversion,24,1,0.5298804780876494,0.46099290780141844,0.0004219164827829568,-0.0004608430261437904,0.0,251,141,0.8,1.2,REJECTED,passed
234,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",divergence_mean_reversion,1,-1,0.5271966527196653,0.4585987261146497,0.0001390192936892434,-4.295040659659307e-05,0.0,239,157,0.8,1.2,REJECTED,passed
235,BTC,1823785,will-bitcoin-dip-to-35k-in-april-2026-269-515,55866919730905441060316639913713252112909337594136306040264616999652467664982,"Will Bitcoin dip to $35,000 in April?",divergence_mean_reversion,4,1,0.5561497326203209,0.4583333333333333,0.0002445179415065632,-7.651089367274241e-05,0.0,187,120,0.8,1.2,REJECTED,passed
236,BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",divergence_mean_reversion,1,-1,0.5162790697674419,0.45774647887323944,8.87767025399794e-05,-1.58002263177916e-05,0.0,215,142,0.8,1.2,REJECTED,passed
237,BTC,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",divergence_mean_reversion,1,-1,0.5913978494623656,0.45528455284552843,0.0002237880959270655,-2.2531897541479536e-05,0.0,186,123,0.8,1.2,REJECTED,passed
238,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",divergence_mean_reversion,1,-1,0.5519125683060109,0.45454545454545453,0.00041675309597406443,-0.00017254576487357032,0.0,183,121,0.8,1.2,REJECTED,passed
239,BTC,1823785,will-bitcoin-dip-to-35k-in-april-2026-269-515,55866919730905441060316639913713252112909337594136306040264616999652467664982,"Will Bitcoin dip to $35,000 in April?",divergence_mean_reversion,1,-1,0.5187165775401069,0.44715447154471544,0.0001305207111862459,-9.535871424485162e-05,0.0,187,123,0.8,1.2,REJECTED,passed
240,BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,"Will Bitcoin dip to $40,000 in April?",divergence_mean_reversion,1,-1,0.5416666666666666,0.44545454545454544,0.0002440025361447358,-1.2013426342134804e-05,0.0,168,110,0.8,1.2,REJECTED,passed
241,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",divergence_mean_reversion,1,1,0.4628099173553719,0.44025157232704404,0.00012112014328631568,-0.0004257808875462999,0.0,242,159,0.8,1.2,REJECTED,passed
242,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",divergence_mean_reversion,1,-1,0.5763546798029556,0.42857142857142855,0.0006559185294816479,-0.00016215282637763127,0.0,203,133,0.8,1.2,REJECTED,passed
243,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",divergence_mean_reversion,4,1,0.553072625698324,0.4260869565217391,0.0005673456997840761,-0.000782613053849436,0.0,179,115,0.8,1.2,REJECTED,passed
244,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,divergence_mean_reversion,4,1,0.5225225225225225,0.4225352112676056,0.00034147253949145975,-0.0004793124717511249,0.0,222,142,0.8,1.2,REJECTED,passed
245,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",divergence_mean_reversion,4,1,0.5094339622641509,0.39603960396039606,0.0002972737641327445,-0.00025435899255893315,0.0,159,101,0.8,1.2,REJECTED,passed
246,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,polymarket_leads_crypto_momentum,24,1,0.5151515151515151,0.40625,0.0007220134083786561,-0.0010580308277893975,0.0,66,96,0.9,1.185,REJECTED,passed
247,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",divergence_mean_reversion,24,1,0.5251396648044693,0.4105263157894737,0.0006040954422595736,-0.0004886690731241416,0.0,179,95,0.8,1.15,REJECTED,passed
248,ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",probability_momentum_continuation,1,-1,0.47651006711409394,0.4606741573033708,0.0003007317368800458,-0.0003110590216927348,0.0,149,89,1.0,1.1400000000000001,REJECTED,passed
249,ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",probability_reversal,1,1,0.47651006711409394,0.4606741573033708,0.0003007317368800458,-0.0003110590216927348,0.0,149,89,1.0,1.1400000000000001,REJECTED,passed
250,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",polymarket_leads_crypto_momentum,4,1,0.5039370078740157,0.4666666666666667,0.0007372285343461892,-0.00018862930888499581,0.0,127,90,0.9,1.125,REJECTED,passed
251,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,probability_momentum_continuation,1,1,0.5189873417721519,0.47126436781609193,0.0002214158165006961,-1.2866916151925545e-05,0.0,158,87,1.0,1.12,REJECTED,passed
252,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,probability_reversal,1,-1,0.5189873417721519,0.47126436781609193,0.0002214158165006961,-1.2866916151925545e-05,0.0,158,87,1.0,1.12,REJECTED,passed
253,XRP,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,probability_momentum_continuation,24,1,0.5163398692810458,0.5277777777777778,0.00022534299928025908,-0.00010944597237468884,0.0,153,72,1.0,1.0811111111111111,REJECTED,passed
254,XRP,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,probability_reversal,24,-1,0.5163398692810458,0.5277777777777778,0.00022534299928025908,-0.00010944597237468884,0.0,153,72,1.0,1.0811111111111111,REJECTED,passed
255,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",polymarket_leads_crypto_momentum,24,1,0.5165562913907285,0.5573770491803278,0.0003622257099622166,-0.00026165272791395385,0.0,151,61,0.9,1.0645081967213113,REJECTED,passed
256,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",probability_momentum_continuation,1,1,0.5172413793103449,0.37037037037037035,0.0001661929128698025,-0.0012742690178347612,0.0,145,81,1.0,1.06,REJECTED,passed
257,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",probability_reversal,1,-1,0.5172413793103449,0.37037037037037035,0.0001661929128698025,-0.0012742690178347612,0.0,145,81,1.0,1.06,REJECTED,passed
258,BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,"Will Bitcoin dip to $30,000 in April?",divergence_mean_reversion,24,1,0.5370370370370371,0.4819277108433735,0.00025531714124119297,-0.00015159984779697163,0.0,162,83,0.8,1.03,REJECTED,passed
259,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",probability_momentum_continuation,24,1,0.5657894736842105,0.358974358974359,0.0006932867986716351,-0.0006496463778491885,0.0,152,78,1.0,1.03,REJECTED,passed
260,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",probability_reversal,24,-1,0.5657894736842105,0.358974358974359,0.0006932867986716351,-0.0006496463778491885,0.0,152,78,1.0,1.03,REJECTED,passed
261,ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",divergence_mean_reversion,24,1,0.515527950310559,0.4878048780487805,0.00021032841305426809,-0.0005356898411133733,0.0,161,82,0.8,1.02,REJECTED,passed
262,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",probability_momentum_continuation,1,-1,0.48360655737704916,0.42105263157894735,5.9263313003778026e-05,-0.0006141172810429917,0.0,122,76,1.0,1.01,REJECTED,passed
263,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",probability_reversal,1,1,0.48360655737704916,0.42105263157894735,5.9263313003778026e-05,-0.0006141172810429917,0.0,122,76,1.0,1.01,REJECTED,passed
264,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,polymarket_leads_crypto_momentum,24,-1,0.6712328767123288,0.5303030303030303,0.0009593992151482294,-0.00030672083303827347,0.0,73,66,0.9,1.0062121212121211,REJECTED,passed
265,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,polymarket_leads_crypto_momentum,1,1,0.6027397260273972,0.4533333333333333,0.0005586567011480095,-0.0002204810980183101,0.0,73,75,0.9,0.975,REJECTED,passed
266,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",polymarket_leads_crypto_momentum,1,1,0.4768211920529801,0.4647887323943662,0.00012270587760179115,-0.00019766525990212386,0.0,151,71,0.9,0.9349999999999999,REJECTED,passed
267,ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",probability_momentum_continuation,24,1,0.5033557046979866,0.45454545454545453,0.0002133110684382422,-0.0003334885529902037,0.0,149,66,1.0,0.91,REJECTED,passed
268,ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",probability_reversal,24,-1,0.5033557046979866,0.45454545454545453,0.0002133110684382422,-0.0003334885529902037,0.0,149,66,1.0,0.91,REJECTED,passed
269,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,probability_momentum_continuation,24,1,0.5569620253164557,0.36363636363636365,0.0003520280091620106,-0.0004342309880855179,0.0,158,66,1.0,0.91,REJECTED,passed
270,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,probability_reversal,24,-1,0.5569620253164557,0.36363636363636365,0.0003520280091620106,-0.0004342309880855179,0.0,158,66,1.0,0.91,REJECTED,passed
271,ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,probability_momentum_continuation,24,-1,0.5859872611464968,0.5081967213114754,0.00019224591660564418,-0.0002630024532196302,0.0,157,61,1.0,0.8927868852459017,REJECTED,passed
272,ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,probability_reversal,24,1,0.5859872611464968,0.5081967213114754,0.00019224591660564418,-0.0002630024532196302,0.0,157,61,1.0,0.8927868852459017,REJECTED,passed
273,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",polymarket_leads_crypto_momentum,24,1,0.58,0.4696969696969697,0.0004046170169833003,-0.0009310846476236034,0.0,100,66,0.9,0.885,REJECTED,passed
274,BTC,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",probability_momentum_continuation,24,1,0.5511811023622047,0.5862068965517241,0.00015452572913588977,-7.433534807645075e-05,0.0,127,29,1.0,0.8848275862068964,REJECTED,passed
275,BTC,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",probability_reversal,24,-1,0.5511811023622047,0.5862068965517241,0.00015452572913588977,-7.433534807645075e-05,0.0,127,29,1.0,0.8848275862068964,REJECTED,passed
276,BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",probability_momentum_continuation,4,1,0.5467625899280576,0.5294117647058824,6.592587250946714e-05,-2.445016911614901e-06,0.0,139,51,1.0,0.8776470588235294,REJECTED,passed
277,BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",probability_reversal,4,-1,0.5467625899280576,0.5294117647058824,6.592587250946714e-05,-2.445016911614901e-06,0.0,139,51,1.0,0.8776470588235294,REJECTED,passed
278,ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,probability_momentum_continuation,4,1,0.554140127388535,0.4262295081967213,0.0008135458486611416,-0.00047637771943776836,0.0,157,61,1.0,0.86,REJECTED,passed
279,ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,probability_reversal,4,-1,0.554140127388535,0.4262295081967213,0.0008135458486611416,-0.00047637771943776836,0.0,157,61,1.0,0.86,REJECTED,passed
280,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",probability_momentum_continuation,24,-1,0.47540983606557374,0.5,0.00029776329035243354,-0.00033416200484429623,0.0,122,58,1.0,0.83,REJECTED,passed
281,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",probability_reversal,24,1,0.47540983606557374,0.5,0.00029776329035243354,-0.00033416200484429623,0.0,122,58,1.0,0.83,REJECTED,passed
282,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",polymarket_leads_crypto_momentum,1,1,0.544,0.41379310344827586,0.0001169175431887856,-0.0009575389516633819,0.0,125,58,0.9,0.8049999999999999,REJECTED,passed
283,SOL,1938186,solana-above-90-on-april-17,78049396186231898492663494001134050059411966497302094454855717401716270526313,Will the price of Solana be above $90 on April 17?,divergence_mean_reversion,1,-1,0.5151515151515151,0.5909090909090909,0.0008999111811327664,-0.0008617704058835336,0.0,33,22,0.8,0.7836363636363637,REJECTED,passed
284,BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",probability_momentum_continuation,24,1,0.45323741007194246,0.5106382978723404,1.480251292184763e-05,-6.734020857947558e-05,0.0,139,47,1.0,0.7625531914893615,REJECTED,passed
285,BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",probability_reversal,24,-1,0.45323741007194246,0.5106382978723404,1.480251292184763e-05,-6.734020857947558e-05,0.0,139,47,1.0,0.7625531914893615,REJECTED,passed
286,BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",probability_momentum_continuation,1,-1,0.5467625899280576,0.45098039215686275,0.0005381037995653751,-0.0002243398613372523,0.0,139,51,1.0,0.76,REJECTED,passed
287,BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",probability_reversal,1,1,0.5467625899280576,0.45098039215686275,0.0005381037995653751,-0.0002243398613372523,0.0,139,51,1.0,0.76,REJECTED,passed
288,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",probability_momentum_continuation,24,-1,0.5294117647058824,0.5555555555555556,0.000531721084899147,-0.0002007804676373803,0.0,102,27,1.0,0.7422222222222223,REJECTED,passed
289,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",probability_reversal,24,1,0.5294117647058824,0.5555555555555556,0.000531721084899147,-0.0002007804676373803,0.0,102,27,1.0,0.7422222222222223,REJECTED,passed
290,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",polymarket_leads_crypto_momentum,4,1,0.5976331360946746,0.45098039215686275,0.0002834744195502867,-0.0008767677715737487,0.0,169,51,0.9,0.735,REJECTED,passed
291,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",probability_momentum_continuation,24,1,0.5421686746987951,0.4782608695652174,0.0006158702332072799,-0.00010218415804425346,0.0,83,46,1.0,0.71,REJECTED,passed
292,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",probability_reversal,24,-1,0.5421686746987951,0.4782608695652174,0.0006158702332072799,-0.00010218415804425346,0.0,83,46,1.0,0.71,REJECTED,passed
293,ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",polymarket_leads_crypto_momentum,4,-1,0.5514018691588785,0.45652173913043476,0.0002441115732192208,-0.00022684100000350027,0.0,107,46,0.9,0.685,REJECTED,passed
294,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,polymarket_leads_crypto_momentum,1,1,0.5478260869565217,0.3023255813953488,0.00035433482030650153,-0.0002703115428869615,0.0,115,43,0.9,0.655,REJECTED,passed
295,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,polymarket_leads_crypto_momentum,4,1,0.5478260869565217,0.38095238095238093,0.000417936482382367,-0.0010864705926646996,0.0,115,42,0.9,0.645,REJECTED,passed
296,XRP,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,polymarket_leads_crypto_momentum,1,-1,0.5211267605633803,0.5151515151515151,0.00035260090113029506,-0.00020959933893341167,0.0,71,33,0.9,0.6156060606060606,REJECTED,passed
297,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",polymarket_leads_crypto_momentum,24,1,0.552,0.41025641025641024,0.0010233371315062937,-0.0008422479871928326,0.0,125,39,0.9,0.615,REJECTED,passed
298,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",polymarket_leads_crypto_momentum,1,-1,0.4772727272727273,0.28205128205128205,7.393535551388967e-05,-0.001401623413142963,0.0,44,39,0.9,0.615,REJECTED,passed
299,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",probability_momentum_continuation,24,-1,0.5483870967741935,0.5172413793103449,0.000522991535517013,-0.00025554665027750827,0.0,124,29,1.0,0.6089655172413795,REJECTED,passed
300,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",probability_reversal,24,1,0.5483870967741935,0.5172413793103449,0.000522991535517013,-0.00025554665027750827,0.0,124,29,1.0,0.6089655172413795,REJECTED,passed
301,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",probability_momentum_continuation,1,-1,0.49019607843137253,0.5185185185185185,5.3520630618575726e-05,-0.0001936388150544636,0.0,102,27,1.0,0.594074074074074,REJECTED,passed
302,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",probability_reversal,1,1,0.49019607843137253,0.5185185185185185,5.3520630618575726e-05,-0.0001936388150544636,0.0,102,27,1.0,0.594074074074074,REJECTED,passed
303,SOL,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,probability_momentum_continuation,1,-1,0.5375,0.52,0.0008618742815711293,-0.000443930118305668,0.0,160,25,1.0,0.5800000000000001,REJECTED,passed
304,SOL,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,probability_reversal,1,1,0.5375,0.52,0.0008618742815711293,-0.000443930118305668,0.0,160,25,1.0,0.5800000000000001,REJECTED,passed
305,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,polymarket_leads_crypto_momentum,1,1,0.5205479452054794,0.45714285714285713,9.961343762732402e-05,-9.323426364871446e-05,0.0,73,35,0.9,0.575,REJECTED,passed
306,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,polymarket_leads_crypto_momentum,24,-1,0.4657534246575342,0.4117647058823529,0.00019382205998991442,-0.00022746151512405594,0.0,73,34,0.9,0.5650000000000001,REJECTED,passed
307,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",probability_momentum_continuation,1,1,0.5161290322580645,0.4838709677419355,0.00019336585013974853,-0.00031478609513758727,0.0,124,31,1.0,0.56,REJECTED,passed
308,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",probability_reversal,1,-1,0.5161290322580645,0.4838709677419355,0.00019336585013974853,-0.00031478609513758727,0.0,124,31,1.0,0.56,REJECTED,passed
309,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",polymarket_leads_crypto_momentum,24,1,0.5714285714285714,0.3333333333333333,0.0005784521345576867,-1.7752320430692927e-05,0.0,70,30,0.9,0.525,REJECTED,passed
310,XRP,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,polymarket_leads_crypto_momentum,24,1,0.5492957746478874,0.4827586206896552,0.000281217417275416,-0.0004257973740938298,0.0,71,29,0.9,0.515,REJECTED,passed
311,SOL,1938186,solana-above-90-on-april-17,78049396186231898492663494001134050059411966497302094454855717401716270526313,Will the price of Solana be above $90 on April 17?,probability_momentum_continuation,1,1,0.59375,0.4090909090909091,0.00160816159099996,-0.0022051449483839725,0.0,32,22,1.0,0.47,REJECTED,passed
312,SOL,1938186,solana-above-90-on-april-17,78049396186231898492663494001134050059411966497302094454855717401716270526313,Will the price of Solana be above $90 on April 17?,probability_reversal,1,-1,0.59375,0.4090909090909091,0.00160816159099996,-0.0022051449483839725,0.0,32,22,1.0,0.47,REJECTED,passed
313,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
314,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
