rank,asset,market_id,market_slug,token_id,question,lag_hours,n_observations,n_nonzero_changes,train_correlation,test_correlation,full_correlation,empirical_pvalue,rolling_stability,robustness_score,grade,filter_reason,days_to_resolution_at_end,volume_bucket,liquidity_bucket
72,BTC,701492,will-bitcoin-reach-140000-by-december-31-2026-131-829-299,71296910957902084356560391757722633648005498400799774895345285101862220728868,"Will Bitcoin reach $140,000 by December 31, 2026?",24,333,45,-0.006778518402806861,0.10350170755138079,0.019700983902290928,0.7512437810945274,0.3333333333333333,2.0143543089011824,WEAK,passed,249.29166666666666,10k-100k,10k-100k
73,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,670,218,-0.03241849478730679,0.08407355355122112,-0.0018131361874005564,0.9552238805970149,0.5,2.009920006562076,WEAK,passed,248.33333333333334,100k-1m,10k-100k
74,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",4,491,320,-0.009198299497953916,0.013002218408692598,-0.006347602635912528,0.900497512437811,0.75,1.996016067167841,WEAK,passed,3.4166666666666665,>=1m,100k-1m
75,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,4,577,108,-0.0084713605957762,0.02877826318818707,0.008958690921568322,0.8308457711442786,0.5,1.9821997736523782,WEAK,passed,247.25,10k-100k,10k-100k
76,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",24,379,210,-0.022277956216603105,0.015234809446284771,-0.017270323524898955,0.681592039800995,0.5,1.9709899676294338,WEAK,passed,4.25,100k-1m,100k-1m
77,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",24,542,212,0.0314532811829573,-0.04673499933912697,0.0028326366518854184,0.9502487562189055,0.5,1.833177484257824,WEAK,passed,249.29166666666666,100k-1m,10k-100k
78,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",4,564,157,-0.008830532056386618,0.015903094497782145,-0.00012534555445780645,1.0,0.75,1.8295154724889107,WEAK,passed,248.45833333333334,100k-1m,10k-100k
79,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",24,544,154,-0.021606911863766187,0.027802858423129986,-0.004483333733515358,0.9054726368159204,0.5,1.828069018483809,WEAK,passed,249.29166666666666,100k-1m,10k-100k
80,ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,4,303,136,0.011571896915476734,-0.03096154985368493,0.009275925371022323,0.8706467661691543,0.75,1.7695142169301161,WEAK,passed,64.41666666666667,100k-1m,100k-1m
81,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",4,294,267,-0.008047543944330162,0.11479904302189901,0.001075677331941284,0.9850746268656716,0.5,1.691845961378152,WEAK,passed,3.4166666666666665,100k-1m,10k-100k
82,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",24,373,49,0.04090116021892814,-0.05330931663792339,-0.0027739401198734466,0.9253731343283582,0.5,1.6618003145329006,WEAK,passed,249.29166666666666,100k-1m,10k-100k
83,ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,1,306,136,-0.03030354913042599,0.0333626239201263,-0.014338579734738004,0.7562189054726368,0.25,1.5163753086553577,WEAK,passed,64.29166666666667,100k-1m,100k-1m
84,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",24,241,164,0.011917617004061291,-0.04642961879992632,0.00790048589573245,0.9054726368159204,0.5,1.4032028203677909,WEAK,passed,4.25,100k-1m,10k-100k
85,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,"MicroStrategy sells any Bitcoin by December 31, 2026?",24,313,47,-0.0015157520332661197,0.06419942152118553,-0.0013898523197469835,0.9900497512437811,0.3333333333333333,1.3002309384516986,WEAK,passed,65.25,100k-1m,10k-100k
86,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,"MicroStrategy sells any Bitcoin by December 31, 2026?",4,333,47,-0.1127830687655622,,-0.09625570071263649,0.09950248756218906,0.6666666666666666,3.1336616915422884,REJECTED,passed,64.41666666666667,100k-1m,10k-100k
87,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,"MicroStrategy sells any Bitcoin by December 31, 2026?",1,336,47,0.023043546981973032,,0.017703246397264637,0.7611940298507462,0.3333333333333333,1.4829452736318407,REJECTED,passed,64.29166666666667,100k-1m,10k-100k
88,BTC,701493,will-bitcoin-reach-130000-by-december-31-2026-756-151-855,106722178102302988256241610384561546855057790384749278490135208236665942286983,"Will Bitcoin reach $130,000 by December 31, 2026?",1,688,64,,,,1.0,0.0,0.0,REJECTED,flat_probability,248.33333333333334,100k-1m,10k-100k
89,BTC,701493,will-bitcoin-reach-130000-by-december-31-2026-756-151-855,106722178102302988256241610384561546855057790384749278490135208236665942286983,"Will Bitcoin reach $130,000 by December 31, 2026?",4,685,64,,,,1.0,0.0,0.0,REJECTED,flat_probability,248.45833333333334,100k-1m,10k-100k
90,BTC,701493,will-bitcoin-reach-130000-by-december-31-2026-756-151-855,106722178102302988256241610384561546855057790384749278490135208236665942286983,"Will Bitcoin reach $130,000 by December 31, 2026?",24,665,63,,,,1.0,0.0,0.0,REJECTED,flat_probability,249.29166666666666,100k-1m,10k-100k
91,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,604,170,,,,1.0,0.0,0.0,REJECTED,too_close_to_resolution,-117.875,100k-1m,100k-1m
92,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,4,601,168,,,,1.0,0.0,0.0,REJECTED,too_close_to_resolution,-117.75,100k-1m,100k-1m
93,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,24,581,162,,,,1.0,0.0,0.0,REJECTED,too_close_to_resolution,-116.91666666666667,100k-1m,100k-1m
94,BTC,1393070,will-bitcoin-reach-1000000-by-december-31-2026-946,18571303954259773157233385333455041418270179723020753158306812650937565180666,"Will Bitcoin reach $1,000,000 by December 31, 2026?",1,529,39,,,,1.0,0.0,0.0,REJECTED,flat_probability,248.33333333333334,100k-1m,100k-1m
95,BTC,1393070,will-bitcoin-reach-1000000-by-december-31-2026-946,18571303954259773157233385333455041418270179723020753158306812650937565180666,"Will Bitcoin reach $1,000,000 by December 31, 2026?",4,526,38,,,,1.0,0.0,0.0,REJECTED,flat_probability,248.45833333333334,100k-1m,100k-1m
96,BTC,1393070,will-bitcoin-reach-1000000-by-december-31-2026-946,18571303954259773157233385333455041418270179723020753158306812650937565180666,"Will Bitcoin reach $1,000,000 by December 31, 2026?",24,506,38,,,,1.0,0.0,0.0,REJECTED,flat_probability,249.29166666666666,100k-1m,100k-1m
97,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",1,456,43,,,,1.0,0.0,0.0,REJECTED,flat_probability,3.2916666666666665,100k-1m,10k-100k
98,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,453,43,,,,1.0,0.0,0.0,REJECTED,flat_probability,3.4166666666666665,100k-1m,10k-100k
99,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,433,42,,,,1.0,0.0,0.0,REJECTED,flat_probability,4.25,100k-1m,10k-100k
100,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,1,368,148,,,,1.0,0.0,0.0,REJECTED,too_close_to_resolution,-117.875,>=1m,100k-1m
101,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,4,365,148,,,,1.0,0.0,0.0,REJECTED,too_close_to_resolution,-117.75,>=1m,100k-1m
102,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,345,139,,,,1.0,0.0,0.0,REJECTED,too_close_to_resolution,-116.91666666666667,>=1m,100k-1m
103,ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,1,287,9,,,,1.0,0.0,0.0,REJECTED,flat_probability,3.2916666666666665,100k-1m,100k-1m
104,ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,4,284,9,,,,1.0,0.0,0.0,REJECTED,flat_probability,3.4166666666666665,100k-1m,100k-1m
105,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,"Will Bitcoin reach $150,000 in April?",1,268,10,,,,1.0,0.0,0.0,REJECTED,flat_probability,3.2916666666666665,>=1m,100k-1m
106,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,"Will Bitcoin reach $150,000 in April?",4,265,10,,,,1.0,0.0,0.0,REJECTED,flat_probability,3.4166666666666665,>=1m,100k-1m
107,ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,24,264,9,,,,1.0,0.0,0.0,REJECTED,flat_probability,4.25,100k-1m,100k-1m
108,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,"Will Bitcoin reach $150,000 in April?",24,245,10,,,,1.0,0.0,0.0,REJECTED,flat_probability,4.25,>=1m,100k-1m
109,ETH,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",1,100,3,,,,1.0,0.0,0.0,REJECTED,flat_probability,-0.08333333333333333,100k-1m,unknown
110,ETH,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",4,97,3,,,,1.0,0.0,0.0,REJECTED,flat_probability,0.041666666666666664,100k-1m,unknown
111,ETH,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",24,77,3,,,,1.0,0.0,0.0,REJECTED,flat_probability,1.0,100k-1m,unknown
112,SOL,1938186,solana-above-90-on-april-17,78049396186231898492663494001134050059411966497302094454855717401716270526313,Will the price of Solana be above $90 on April 17?,1,55,41,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,-0.08333333333333333,10k-100k,unknown
113,SOL,1938186,solana-above-90-on-april-17,78049396186231898492663494001134050059411966497302094454855717401716270526313,Will the price of Solana be above $90 on April 17?,4,52,39,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.20833333333333334,10k-100k,unknown
114,ETH,1683284,ethereum-above-1800-on-march-29,109094156621519541870699273583786238236341299511399201395427426376752624557399,"Will the price of Ethereum be above $1,800 on March 29?",1,42,31,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,-0.041666666666666664,10k-100k,unknown
115,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",1,41,3,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.0,10k-100k,unknown
116,ETH,1683284,ethereum-above-1800-on-march-29,109094156621519541870699273583786238236341299511399201395427426376752624557399,"Will the price of Ethereum be above $1,800 on March 29?",4,39,31,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.08333333333333333,10k-100k,unknown
117,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",4,38,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.16666666666666666,10k-100k,unknown
118,SOL,1938186,solana-above-90-on-april-17,78049396186231898492663494001134050059411966497302094454855717401716270526313,Will the price of Solana be above $90 on April 17?,24,32,24,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,2.5,10k-100k,unknown
119,BTC,1788572,btc-updown-15m-1774943100,70386336306053591064901572670098149083024741986290800457524940079061783285886,"Bitcoin Up or Down - March 31, 3:45AM-4:00AM ET",1,23,1,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.041666666666666664,10k-100k,unknown
120,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",1,22,2,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.0625,10k-100k,unknown
121,BTC,1812655,btc-updown-15m-1775090700,72061475874222420159890516473736860209868687239449654739186189927541936138758,"Bitcoin Up or Down - April 1, 8:45PM-9:00PM ET",1,22,3,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.041666666666666664,10k-100k,unknown
122,BTC,2052691,btc-updown-15m-1776952800,51694788479468158169664500118259336038053359890918771121580421126680980037164,"Bitcoin Up or Down - April 23, 10:00AM-10:15AM ET",1,22,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.052083333333333336,10k-100k,unknown
123,BTC,2069166,btc-updown-15m-1777132800,65244762073750236516161362318362881856456784328043762117285211279363068231679,"Bitcoin Up or Down - April 25, 12:00PM-12:15PM ET",1,22,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.052083333333333336,10k-100k,unknown
124,BTC,2083722,btc-updown-15m-1777271400,114745559876334374381493753876847836713172541829271680284066342831910273893773,"Bitcoin Up or Down - April 27, 2:30AM-2:45AM ET",1,22,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.07291666666666667,10k-100k,unknown
125,BTC,1765600,btc-updown-5m-1774815000,17574681085863998596045048551160769091717756293317102431511107137990536003739,"Bitcoin Up or Down - March 29, 4:10PM-4:15PM ET",1,22,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.052083333333333336,10k-100k,unknown
126,BTC,1773180,btc-updown-5m-1774858800,27447718362414934066594604009165057600587117359409496188839837767218855278210,"Bitcoin Up or Down - March 30, 4:20AM-4:25AM ET",1,22,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.059027777777777776,10k-100k,unknown
127,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",1,22,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.0625,10k-100k,unknown
128,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",1,22,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.06944444444444445,10k-100k,unknown
129,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",1,22,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.052083333333333336,10k-100k,unknown
130,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",1,21,1,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.10416666666666667,10k-100k,unknown
131,BTC,1923072,btc-updown-5m-1775778000,57851288819914919360707403210474219073096406982345094080590849850647043110982,"Bitcoin Up or Down - April 9, 7:40PM-7:45PM ET",1,21,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.07291666666666667,10k-100k,unknown
132,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",1,21,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.0763888888888889,10k-100k,unknown
133,BTC,1788572,btc-updown-15m-1774943100,70386336306053591064901572670098149083024741986290800457524940079061783285886,"Bitcoin Up or Down - March 31, 3:45AM-4:00AM ET",4,20,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.16666666666666666,10k-100k,unknown
134,BTC,1817112,btc-updown-5m-1775143800,103215022778706138443843655408624294488288916324664053627274461783148934728655,"Bitcoin Up or Down - April 2, 11:30AM-11:35AM ET",1,20,1,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.1076388888888889,10k-100k,unknown
135,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",1,20,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.05555555555555555,10k-100k,unknown
136,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",1,20,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.052083333333333336,10k-100k,unknown
137,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",4,19,1,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.1875,10k-100k,unknown
138,BTC,1812655,btc-updown-15m-1775090700,72061475874222420159890516473736860209868687239449654739186189927541936138758,"Bitcoin Up or Down - April 1, 8:45PM-9:00PM ET",4,19,2,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.20833333333333334,10k-100k,unknown
139,BTC,2052691,btc-updown-15m-1776952800,51694788479468158169664500118259336038053359890918771121580421126680980037164,"Bitcoin Up or Down - April 23, 10:00AM-10:15AM ET",4,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.17708333333333334,10k-100k,unknown
140,BTC,2069166,btc-updown-15m-1777132800,65244762073750236516161362318362881856456784328043762117285211279363068231679,"Bitcoin Up or Down - April 25, 12:00PM-12:15PM ET",4,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.17708333333333334,10k-100k,unknown
141,BTC,2083722,btc-updown-15m-1777271400,114745559876334374381493753876847836713172541829271680284066342831910273893773,"Bitcoin Up or Down - April 27, 2:30AM-2:45AM ET",4,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.19791666666666666,10k-100k,unknown
142,BTC,1765600,btc-updown-5m-1774815000,17574681085863998596045048551160769091717756293317102431511107137990536003739,"Bitcoin Up or Down - March 29, 4:10PM-4:15PM ET",4,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.17708333333333334,10k-100k,unknown
143,BTC,1773180,btc-updown-5m-1774858800,27447718362414934066594604009165057600587117359409496188839837767218855278210,"Bitcoin Up or Down - March 30, 4:20AM-4:25AM ET",4,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.1840277777777778,10k-100k,unknown
144,BTC,1913245,btc-updown-5m-1775692200,106529058202861519545346098090501042364633253449074113934844807681456464528636,"Bitcoin Up or Down - April 8, 7:50PM-7:55PM ET",1,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.0798611111111111,10k-100k,unknown
145,BTC,2002521,btc-updown-5m-1776467100,77478762726615793941515224154212059332636196447323091230789935647683899391647,"Bitcoin Up or Down - April 17, 7:05PM-7:10PM ET",1,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.04861111111111111,10k-100k,unknown
146,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",4,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.1875,10k-100k,unknown
147,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",4,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.19444444444444445,10k-100k,unknown
148,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",4,19,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.17708333333333334,10k-100k,unknown
149,ETH,1683284,ethereum-above-1800-on-march-29,109094156621519541870699273583786238236341299511399201395427426376752624557399,"Will the price of Ethereum be above $1,800 on March 29?",24,19,19,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.9583333333333334,10k-100k,unknown
150,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",24,18,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,1.25,10k-100k,unknown
151,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",4,18,1,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.22916666666666666,10k-100k,unknown
152,BTC,1923072,btc-updown-5m-1775778000,57851288819914919360707403210474219073096406982345094080590849850647043110982,"Bitcoin Up or Down - April 9, 7:40PM-7:45PM ET",4,18,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.19791666666666666,10k-100k,unknown
153,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",4,18,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.2013888888888889,10k-100k,unknown
154,BTC,1887945,btc-updown-15m-1775540700,16961557276914865883353812367965959478026525987133759468714708630998657233733,"Bitcoin Up or Down - April 7, 1:45AM-2:00AM ET",1,17,2,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.125,10k-100k,unknown
155,BTC,1817112,btc-updown-5m-1775143800,103215022778706138443843655408624294488288916324664053627274461783148934728655,"Bitcoin Up or Down - April 2, 11:30AM-11:35AM ET",4,17,1,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.2326388888888889,10k-100k,unknown
156,BTC,1827758,btc-updown-5m-1775211300,62449307466362018368732324400164818672964904657476474057930701784311260089964,"Bitcoin Up or Down - April 3, 6:15AM-6:20AM ET",4,17,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.18055555555555555,10k-100k,unknown
157,BTC,1887591,btc-updown-5m-1775538600,6961382585715663565981790420362426348140666071773346471008950111324037227760,"Bitcoin Up or Down - April 7, 1:10AM-1:15AM ET",4,17,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.17708333333333334,10k-100k,unknown
158,BTC,1913245,btc-updown-5m-1775692200,106529058202861519545346098090501042364633253449074113934844807681456464528636,"Bitcoin Up or Down - April 8, 7:50PM-7:55PM ET",4,16,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.2048611111111111,10k-100k,unknown
159,BTC,1922953,btc-updown-5m-1775776800,87969112884343305190289191235211456779265131948021352640227414286284516015629,"Bitcoin Up or Down - April 9, 7:20PM-7:25PM ET",1,16,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.059027777777777776,10k-100k,unknown
160,BTC,2002521,btc-updown-5m-1776467100,77478762726615793941515224154212059332636196447323091230789935647683899391647,"Bitcoin Up or Down - April 17, 7:05PM-7:10PM ET",4,16,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.2152777777777778,10k-100k,unknown
161,BTC,1918787,btc-updown-15m-1775745900,98526939523670788706516362518896335968959011070983566967917731375922301932759,"Bitcoin Up or Down - April 9, 10:45AM-11:00AM ET",1,15,1,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.08333333333333333,10k-100k,unknown
162,ETH,2041624,eth-updown-5m-1776845400,38328747178310920999893836581133314578005584951069136796985337035943864658169,"Ethereum Up or Down - April 22, 4:10AM-4:15AM ET",1,15,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.052083333333333336,10k-100k,unknown
163,BTC,1887945,btc-updown-15m-1775540700,16961557276914865883353812367965959478026525987133759468714708630998657233733,"Bitcoin Up or Down - April 7, 1:45AM-2:00AM ET",4,14,2,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.2916666666666667,10k-100k,unknown
164,BTC,1764378,btc-updown-5m-1774808400,90856252799365273842960800021642087848762029657266017906190112268841358648663,"Bitcoin Up or Down - March 29, 2:20PM-2:25PM ET",1,14,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.1840277777777778,10k-100k,unknown
165,BTC,1822871,btc-updown-5m-1775181900,13072320647212050268306313706521107588246035294063445643757829206044192874296,"Bitcoin Up or Down - April 2, 10:05PM-10:10PM ET",1,14,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.04861111111111111,10k-100k,unknown
166,BTC,1820574,btc-updown-5m-1775164500,97899616942439747228306747302961018655413862098988759294880569888212581607884,"Bitcoin Up or Down - April 2, 5:15PM-5:20PM ET",1,13,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.09722222222222222,10k-100k,unknown
167,BTC,1922953,btc-updown-5m-1775776800,87969112884343305190289191235211456779265131948021352640227414286284516015629,"Bitcoin Up or Down - April 9, 7:20PM-7:25PM ET",4,13,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.3923611111111111,10k-100k,unknown
168,BTC,1918787,btc-updown-15m-1775745900,98526939523670788706516362518896335968959011070983566967917731375922301932759,"Bitcoin Up or Down - April 9, 10:45AM-11:00AM ET",4,12,0,,,,1.0,0.0,0.0,REJECTED,insufficient_samples,0.25,10k-100k,unknown
